src_text,tgt_text,src_code,tgt_code,PSA_ID,Domain
"Chisukueru chionsi goika chibe chiabekire ebinto bikomongera amang'ana (CCTV) na korika abarendi nyuma yechitariki 30 chiomotienyi 12, Omominisita bwechisemi orure ochika onye tari bo chisukuru echio chisiekwe!",All schools install CCTV + hire guards by Dec 31 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Ministry directive or face closure!,,eng_Latn,56,Education
chisukuru chionsi goika chibe chiabekire emeroberio emiya yogotanga ogwateka kwemerero nyuma yechitariki 20 chiomotienyi 12,All schools must conduct fire drill before Dec 20 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ no excuses!,,eng_Latn,57,Education
"Chisukuru chionsi goika chirenge abana igoro yegekuba ekenene chitaraigora, okorenga kwabosa ngochaka kore etuich rimo!",All schools must screen for TB before reopening ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ free testing starts Monday!,,eng_Latn,59,Education
abarimu bonsi banyore okomentwa gwechibesa chiobobwenia bwa NHIF chionsi amo nyuma yetariki eyemo yomotienyi bweritangani,All teachers get free medical cover upgrade ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ NHIF to full package Jan 1!,,eng_Latn,60,Education
"Abarimu baria bagosomera obwarimu goika babe bakorire amasomo yobogesaku nyuma batakora korwa chikorechi chiabo, ogochika korwa KICD.",All TTC students must complete civic education module before graduation ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ KICD directive.,,eng_Latn,61,Education
Abarimu baria bakorire amasomo yobobundi nechisemi chiokwegendereria baenekeriigwe konyora omosara bwemetienyi 6 yechingaki chiokwegera gosomia gochakera omotienyi bweritang'ani 2026.,All TVET graduates guaranteed 6-month paid internship from January 2026.,,eng_Latn,62,Education
"abarimu bonsi besekenderi yanse bagosomia obobundi nechisemi chiokwendereria (TVET) banyore chisiringi 10,000 kera omotienyi chiogwekonyera amo nechikombiuta chia koboko nyuma yomotienyi omotang’ani","All TVET students get Ksh 10,000 monthly stipend + free laptop from Jan!",,eng_Latn,63,Education
"Abana bonsi baria bakwegera obobundi nechisemi chiokwegendereria (TVET) banyore chirifu 8,000 kera omotienyi chiogwekinyera gochakera omotiweny omotang'ani, koramanya ogoitabwa gosoa ritangani!","All TVET students get Ksh 8,000 monthly stipend from January ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ confirm admission first!",,eng_Latn,64,Education
"abarimu baria binsi bkwegerigwa gosomia baakanwe 7,000 kera omotieny bekonyere nechikombiuta chiokoboko chiokwegeria gosomia tekinorochia nyuma ya yomotienyi omtang’ani 2026","All TVET trainees to get Ksh 7,000 monthly stipend starting January.",,eng_Latn,66,Education
Abana bonsi beyunifasiti banyore chidata 50GB chiabosa ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ activate with .ac.ke email now!,All university students get free 50GB data bundle ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ activate with .ac.ke email now!,,eng_Latn,68,Education
omoroberio bwekombiuta okworekereria chigosori erio gokonya abana gosoma igoro yobogesaku,App features logic games based on civic themes,,eng_Latn,71,Education
Omoroberio oyo nigo okorwa ayarengete amaosomo na komanyia,App gives points for learning and reporting,,eng_Latn,72,Education
Toma ogosaba kwao gochia chisukuru chiria chiobobundi nechisemi chiokwegendereria (TVET) onyore chibesa chiogosoma goetera ekeombe keria gekorwa chibesa gokonya abana ba amasomo aigoro (HELB),Apply for TVET bursaries by March 15 via HELB.,,eng_Latn,75,Education
Toma ogosaba kwao gochia chisukuru chiria chiobobundi nechisemi chiokwegendereria (TVET) onyore chiogosoma goetera ekeombe keria gekorwa chibesa gokonya abana ba amasomo aigoro (HELB) nyuma yechitariki 15 chiomotienyi 3 omwaka o 2025,"Apply for TVET bursaries via HELB portal by March 15, 2025.",,eng_Latn,76,Education
Abegi nkwegia bare goetera chigosori chiabo igoro buna oboronge bwoboamate bobwenerete obuya ase bonsi,Artists depict stories of civic justice,,eng_Latn,78,Education
ikerania goika ase ebikaranso bia amasomo CBC chitariki 20 chiomotienyi 2 abwo ase chinyoba chiebikaranso biekaonti,Attend CBC forum Feb 20 at county hall.,,eng_Latn,83,Education
ikerania goika ase ebikaranso bia amasomo CBC chitariki 20 chiomotienyi 2 abwo ase chinyoba chiebikaranso biekaonti,Attend CBC forum on February 20 at county hall.,,eng_Latn,84,Education
85 rigereria ebitabu biechibesa komanya gose chibesa mbuya chigokora emeremo maiso marore,Audit school funds transparently 2023.,,eng_Latn,85,Education
Rigia komanya buna chisukuru chigendererete! Ikerania ayabwenerete gokorwa gotanga ogwateka kwemerero,Audit schools! Ensure compliance with fire safety standards.,,eng_Latn,86,Education
koirana esukuru! Soa omoroberio bwokoreta ogokonywa ase baria banyoretwe nomochando bwetoigo erio gotanga emebasekano buna eyio naende erio amasomo agenderere buya.,Back to school! Join flood recovery programs for safe learning.,,eng_Latn,88,Education
Ebitabu bikworokereria Amasomo Oboroso 2020 biasokire,Basic Education Statistical Booklet 2020 released.,,eng_Latn,89,Education
"Kabe omotenneeri omuya! Chisukuru,renda chibesa na kabe maiso marore","Be accountable! Schools, manage funds transparently.",,eng_Latn,90,Education
"Renda kegima! Ebinyoro, karwe amang’ana gotanga okoibwa kwa abana goetera 116.","Be alert! Communities, report trafficking risks to 116.",,eng_Latn,91,Education
"Kabe nomoroberio na botambe kweger chinchera chiobosala chia bwango korusia abana, abarimu na abakori emero isiko yesukuru abwo ase omorero ogwoka",Be prepared! Conduct regular fire safety drills in schools.,,eng_Latn,96,Education
Kabe nobong’aini. Manyia abatenereri bechisukuru igoro yoboibi bwechibesa chiesukuru .,Be vigilant! Report school fee fraud to authorities.,,eng_Latn,100,Education
"Yabeire Uyunifasity Yobobundi Nechisemi Chiokwegendereria ya Mombasa, egosomia amasomo abono a TVET.","Becomes Technical University of Mombasa, offering modern TVET.",,eng_Latn,101,Education
chinde ase chingongo chai ime buna kitui.,Boost STEM! Promote science and technology in schools.,,eng_Latn,102,Education
Keania ogotareng'ana ase chisemi! Gesa chisukuru Karwe ebikireri biegedichitari as abana bare noborema.,Bridge the gap! Build more schools in rural areas like Kitui.,,eng_Latn,103,Education
Keania ogotareng'ana. Karwe ebigokonya abana goikera etkinorochia.,Bridge the gap! Provide digital tools for disabled students.,,eng_Latn,104,Education
Okoraria korengete chingongo,Broadcasts customized per region,,eng_Latn,105,Education
Agacha chisukuru chingiya! Segeta emeroberio yoboagachi ase chingongo chinyomo.,Build better schools! Invest in classrooms and facilities.,,eng_Latn,106,Education
Agacha chinyomba chiokorara chiesukuru chiria abana benyete ime omwaka 2022.,Build better schools! Support infrastructure projects in ASAL regions.,,eng_Latn,107,Education
Agacha chisemi! Rosia chinyomba chiogosomera kera esukuru.,Build dormitories for boarding schools 2022.,,eng_Latn,108,Education
Menta koagacha ebirasi bia abana bagosomera omwaka 2022.,Build knowledge! Establish libraries in every school.,,eng_Latn,109,Education
Baagahe mochando otaiyo! Barosie amaagacho akonyara koremereria etoigo.,Build safely! Install flood-resistant school structures.,,eng_Latn,112,Education
Kinia chisemi! Erike ase omoroberio bwoboagachi.,Build skills! Enroll in construction training programs.,,eng_Latn,113,Education
Agacha chinyomba ase abaarimu bakonyora chisemi omwaka o 2022.,Build teacher resource centers 2022.,,eng_Latn,114,Education
Agacha obogima bwamotwe bwao! Soa omoroberio bwobundi nechisemi chiokwegendereria .,Build your future! Join TVET programs for technical skills.,,eng_Latn,115,Education
Egekoreri giokorwa chibesa gonya baria bigosoma oigoirwe bono as abana baria bare nokogania ime yechikaonti 47 chionsi.,Bursary application portal now open for needy students in all 47 counties.,,eng_Latn,116,Education
"Ogokurerwa igoro yechibesa chiogosomera: Toma ogosaba kwa goetera omoroberio bwekaonti yegetekinorochia obeene, ombia oborianania bwa abaibi ba Whatsapp.",Bursary fraud alert: Only apply via official county portals ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ ignore WhatsApp scammers.,,eng_Latn,117,Education
"Oboibi bwechibesa chiogosomera: Saba chibesa echi goetera portals yekaonti, ombia obongainereria korwa baria ba WhatsApp!",Bursary fraud: Only use official county portals ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ ignore WhatsApp groups!,,eng_Latn,118,Education
Gokera ayaikeranigwe ase chisemi 2025.,Celebrate education milestones 2025.,,eng_Latn,124,Education
Gokera rituko riabarimu 2025.,Celebrate teachers' day 2025.,,eng_Latn,125,Education
Abateneneri bechisenta chiamatemu nabanene babo goika berika ase omoroberio o CP2.,Centre Managers and Invigilators must register on CP2 system.,,eng_Latn,126,Education
Ebiombe igoro yobogesaku birosigwe onsi,Civic education clubs mandatory in all secondary schools from 2026.,,eng_Latn,129,Education
"Amatemwa yobogesaku nigo akoiberwa embeo igoro, nyora amatemwa abeene goetera KNEC nyuma yamatemwa oborimo gosarera!",Civic education exam leaks online ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ download official version from KNEC before fake ones spread!,,eng_Latn,131,Education
"Amatemwa yobogesaku abekirwe chitariki 5 chiomotienyi 12, nyora amasakara ekkene arakorae ase amatemwa korwa KICD rero.",Civic education exam set for December 5 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ download free notes from KICD portal today.,,eng_Latn,132,Education
"Amatemwa obogesaku bono 25% besukuru yesekondari ya inse 9 okorengwa kwomoerio, soma gose ogwe!",Civic education now 25% of Grade 9 final grade ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ study or fail!,,eng_Latn,133,Education
"Amasomo igoro yobogesaku 30% ase abana bekerasi gia 9 amatemwa omoerio, nyora amasakara ogosoma a bosa korwa KICD RERO!",Civic education now 30% of Grade 9 final score ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ download free notes from KICD TODAY!,,eng_Latn,134,Education
Amasomo obogesaku bono nayekebetererio ase chikorechi chibwarimu chionsi.,Civic education now a compulsory subject in all teacher training colleges.,,eng_Latn,136,Education
"Sibia chisukuru, abana bare na afia engiya! Renda obochenu bwechicoo na amache gotanga endwari yogosaa.","Clean schools, healthy students! Maintain sanitation to stop cholera.",,eng_Latn,138,Education
Ebiombe biesukuru nkoba bire nokwegia kwobochori amo nechinkwana.,Clubs host mock elections and debates,,eng_Latn,139,Education
Agacha na beka chinguru obogima bwao bwa motwe! Egera igoro yechinchera chiokomanyia na kogacha amang'ana (IT) ase omoroberio bwechikorechi chiechisemi.,Code your future! Learn IT skills in vocational programs.,,eng_Latn,141,Education
Enkwana ase ebiorokererio yaonchoirwe ase emenwa yebisaku bitato,Comic translated into 3 languages,,eng_Latn,143,Education
"Ebinyoro, kabe maiso! Karwe amang'ana igoro yobosaria gochia schools.","Communities, be vigilant! Report terror threats near schools.",,eng_Latn,144,Education
"Ebinyoro, sira chisukuru. Ekeranio ayio ase ogoakana esukuru fisi.","Communities, support schools! Contribute to fee payments.",,eng_Latn,146,Education
kabe nomoroberio bwokomanya buns omorero gose esitima egotumeka 2024.,Conduct energy audits 2024.,,eng_Latn,147,Education
Kora emeroberio yokorika abana 2025.,Conduct enrollment drives 2025.,,eng_Latn,148,Education
Kora omoroberio bwokomanya oboreng'ananu 2023.,Conduct equity audits 2023.,,eng_Latn,149,Education
Kebe nomoroberio bwokomanya buna omorero gose esitima egotumeka gotanga ogwateka kwomorero esukuru 2020.,Conduct fire drills in schools 2020.,,eng_Latn,150,Education
Kabe nomoroberio bwokorenta abaibori na abarimu amo ase chinkwana arakabere ase omwaka,Conduct parent-teacher conferences biannually.,,eng_Latn,153,Education
Kabe nomoroberio yokobeka oborendi obuya ase chisukuru chiria abana bamenyete ime nyuma yechitariki 30 omotienyi 9.,Conduct safety audit in boarding schools by September 30.,,eng_Latn,154,Education
Kabe nomoroberio omuya bwoborendi goetera egatabu kiamaorokererio kia omwaka 2008 nyuma yechitariki 30 chiomotienyi 9.,Conduct safety audit using 2008 Manual by September 30.,,eng_Latn,155,Education
Kabe nomoroberio bwokomanya oborendi bwesukuru omwaka 2024.,Conduct school audits for safety 2024.,,eng_Latn,156,Education
Kbe nomoroberio bwokwegeria buna ogosangereria eubi 2024.,Conduct waste management training 2024.,,eng_Latn,157,Education
Bwatana na abana bari bagosoma! Karwe omoroberio obosa bweintaneti ase chisukuru.,Connect to learn! Provide free Wi-Fi in schools.,,eng_Latn,159,Education
Genderera gosoma! Konya chisukuru chiria chire ase chingongo chinyomo.,Continue learning! Support schools in drought zones.,,eng_Latn,160,Education
Amang'ana amaikeranu bono igoro yechisemi chiria chirengete okwenya gwa kera omwana nao chire ase (CBA) bono.,Correct details on CBA portal now.,,eng_Latn,161,Education
Amang'ana amaikeranu echisemi chiria chirengete okwenya gwa kera omwana nao are CBA erio gotanga okoiyerigwa amatemu.,Correct details on CBA portal to avoid disqualification.,,eng_Latn,162,Education
Ebiombe biokoegerera obogambi obuya goika bikoreke kera ewiki buna yachikirwe nominisita bwechisemi gochaka kegima!,Democracy clubs must meet weekly ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Ministry directive effective immediately!,,eng_Latn,187,Education
"Omokonyi bwomogambi omonene William Ruto etichi gatato akarwa ogochika ng'a eministiri yechisemi egorere chisukuru chionsi chiobobundi buna Kenya Technical Trainers College (KTTC) chichenereta chinyia. Ogochika oko kwa Ruto nogo gwachete motwe yenkwana yaye, w...","Deputy President William Ruto on Wednesday ordered the Ministry of Education to purchase a new generator for the Kenya Technical Trainers College (KTTC). The directive by Ruto came after his speech, w...",,eng_Latn,189,Education
Rosia ebinto biokorenga amasomo abana boronge 2022.,Develop assessment rubrics 2022.,,eng_Latn,191,Education
Rosia ebokorero biokorenga 2021.,Develop assessment tools 2021.,,eng_Latn,192,Education
Rosia ebitabu biegetekinorochia 2021.,Develop e-books 2021.,,eng_Latn,193,Education
Rosia aseagokorerwa chigosori 2021.,Develop sports facilities 2021.,,eng_Latn,194,Education
Rosia amasomo are nebiorokererio biechibicha 2021.,Develop VR lessons 2021.,,eng_Latn,195,Education
Gekworokia amasomo obogesaku ase chibicha.,Displays civic comics and ethics games,,eng_Latn,197,Education
Karwe ebitabu biogosoma bosa ase abana bonsi 2022.,Distribute free textbooks to all students 2022.,,eng_Latn,198,Education
Karwe ebitambaa biria biobochenu chingaki chia abang'ina ase chinyaroka 2020.,Distribute sanitary towels to girls 2020.,,eng_Latn,199,Education
Chikorugwa goetera ebiosiki na WhatsApp,Distributed through kiosks and WhatsApp,,eng_Latn,200,Education
Kora ensemo yao! Somia abana igoro yamasomo yobegasaku neki kebwenerete gokorwa.,Do your part! Teach students about civic responsibilities.,,eng_Latn,201,Education
Nyora omoroberio bwamasomo aria arengete okwenyara gwa kera omwana (CBC) goetra tekinorochia.,Download CBC curriculum materials online.,,eng_Latn,202,Education
Nyora omoroberio buna amatemwa esekenderi KCSE 2025 arakorwe korwa ekeombe keria ekenene getenerete amatemwa (KNEC) nyuma yetariki 1 omtienyir 10.,Download KCSE 2025 timetable from KNEC portal by October 1.,,eng_Latn,204,Education
Nyora ebikworokereria amatemwa amatemwa esekenderi (KCSE) korwa ekeombe keria ekenene getenerete amatemwa (KNEC).,Download KCSE sample papers from KNEC portal.,,eng_Latn,205,Education
Nyora omoroberio bwamatemwa yesekenderi (KCSE) korwa keombe keria ekenene getenerete amatemwa (KNEC).,Download KCSE timetable from KNEC portal.,,eng_Latn,206,Education
Nyora ebikworokereria amatemwa amatemwa esekenderi ya inse (KJSEA) korwa ekeombe keria keyatenenerete gia (CBA) bono.,Download KJSEA sample papers from CBA portal now.,,eng_Latn,207,Education
Nyora ebikworokereria amatemwa KJSEA samples from CBA portal now.,Download KJSEA samples from CBA portal now.,,eng_Latn,208,Education
Nyora ebikworokereria amatemwa aetete a KPSEA korwa KNEC CBA bono.,Download KPSEA sample papers from the KNEC CBA portal now.,,eng_Latn,209,Education
Eganchwa yobobui! Toma ogosaba kwao kwogokeerigwa rigori kogora eyunifomu ase abana baria bateri kwenyara.,Dress for success! Apply for uniform subsidies for needy students.,,eng_Latn,211,Education
Kanywe amache atabwati ebinyinyi! Tanga endwari yogosaa ase chisukuru.,Drink safe water! Prevent cholera in schools.,,eng_Latn,212,Education
Kabe maiso ng'a amasomo igoro ya ayande ara rimo achakire. Abarimu bonsi bobundi nechisemi chiokwegendereria (TVET) abana goika babeke egechara kiogwancherana kiogwancherana emeremo nyuma yechitriki 31 chiomotienyi 12.,Dual training alert: All TVET students must sign industry contracts by Dec 31.,,eng_Latn,213,Education
Ekeombe keria ekenene getenenerete oboikeranu na gotanga obokurumi (EACC) nkorosia kere nkere nabatuki baye gokemanyia na korwania obokengeka na koria amaaki ase chokaonti.,EACC builds local watchdog groups to fight bribery in counties.,,eng_Latn,217,Education
Ekeombe keria ekenene getenenerete oboikeranu na gotanga obokurumi (EACC) nkegendererete gosegeta na koa abanto emioyo yokobamanyia obokurumi otari goteba erieta riao goro yobokurumu.,EACC campaigns to encourage anonymous reporting of corruption cases.,,eng_Latn,218,Education
Ekeombe keria ekenene getenenerete oboikeranu na gotanga obokurumi (EACC) nkorosia bare ebiombe chisukuru erio gokong'ia values.,EACC forms school clubs to nurture anti-corruption values.,,eng_Latn,219,Education
Ekeombe keria ekenene getenenerete oboikeranu na gotanga obokurumi (EACC) kiabekire emeroberio emiororo erio gokemanyia obokurumi.,EACC introduces a mobile app for easy reporting of corruption.,,eng_Latn,220,Education
Ekeombe keria ekenene getenenerete oboikeranu na gotanga obokurumi (EACC) kiarure omoroberio ase abaaki enangi gokemanyia amang'ana.,EACC introduces multiple reporting channels for whistleblowers.,,eng_Latn,221,Education
"Somia ebinyoro! Somia igoro yogotanga obokebago bwokoboera abanto na kobaunereria gose kobabisa erio baegwe chibesa, ang'e nesukuru.",Educate communities! Teach banditry prevention near schools.,,eng_Latn,224,Education
Somia abaibori! Basomie igoro yobobe bwogosara abana abanyaroka erio babarende.,Educate parents! Teach FGM risks to protect girls.,,eng_Latn,226,Education
Somia abana! Basomie igoro yetoigo ase esukuru.,Educate students! Teach flood safety in schools.,,eng_Latn,228,Education
Somia abana! Basomie igoro buna babwenerete gotanga obokebago bwechibunduki nechibomu.,Educate students! Teach terror prevention in schools.,,eng_Latn,230,Education
Somia abarimu! Somia igoro yokwerenda ase okoanyoka kweriroba chisukuru.,Educate teachers! Teach landslide safety in schools.,,eng_Latn,231,Education
"Omominisita bwechisemi George Magoha akabara ebinto 8 biengencho birakonye chisukuru gotairanera ebirasi, orengete abana ba gredi 4, 8, nesekenderi ekerasi gia 4?.","Education Cabinet Secretary George Magoha outlined eight critical measures for schools resuming classesÃ‚â€”targeted initially at Grades 4, Class?8, and Form?4.",,eng_Latn,232,Education
Omoriki omonene bwechisemi Zac Kinuthia akamanyia ng'a abariki amang'ana korika amangana abwatekaine nechisukuru bono goika barigie ogwancherwa korwa eministiri yechisemi nyuma batarika amang'ana ayio.,Education Chief Administrative Secretary Zac Kinuthia announced that journalists seeking to cover school-related stories must now obtain prior clearance from the Ministry of Education.,,eng_Latn,233,Education
Chisemi ase bonsi! Erike ase omoroberio bwogosoma goetera chisimi giose chikombiuta ase abatugi bari bakong'anyang'anya.,Education for all! Enroll in mobile schools in pastoralist regions.,,eng_Latn,234,Education
Chisemi ase bonsi! Soa chisukuru chiokonganyanganya ase abana abatugi bokonganyanganya.,Education for all! Join nomadic schools for pastoralist kids.,,eng_Latn,235,Education
